fairly,without favoring one party in a fair evenhanded manner
fake,something that is a counterfeit; not what it seems to be
fall,descend freely under the influence of gravity
fallacious,containing or based on incorrect reasoning
fallacy,a misconception resulting from incorrect reasoning
fallible,wanting in moral strength courage or will
falloff,a noticeable deterioration in performance or quality
fallout,radioactive particles that settle after a nuclear explosion
fallow,left unplowed and unseeded during a growing season
falls,a steep descent of the water of a river
falsity,the state of being untrue
falter,move hesitatingly as if about to give way
faltering,the act of pausing uncertainly
familial,relating to a social unit living together
familiar,a friend who is frequently in the company of another
family,primary social group; parents and children
famine,a severe shortage of food resulting in starvation and death
famished,extremely hungry
fanatic,a person motivated by irrational enthusiasm
fanciful,indulging in or influenced by the imagination
fang,canine tooth of a carnivorous animal
far,at or to or from a great distance in space
fare,the sum charged for riding in a public conveyance
fare,proceed get along or succeed
farmer,a person who works growing crops or raising animals
farming,the practice of cultivating the land or raising stock
fashion,the latest and most admired style in clothes or behavior
faster,more quickly
fastidious,giving careful attention to detail
fastidious,having complicated nutritional requirements
fat,a soft greasy substance occurring in organic tissue
fatal,bringing death
fatality,the quality of being able to cause death
fate,the ultimate agency predetermining the course of events
fathom,a linear unit of measurement for water depth
fatigue,temporary loss of strength and energy from hard work
fatuous,devoid of intelligence
fault,an imperfection in an object or machine
fauna,all the animal life in a particular region or period
faux,not genuine or real
favor,an act of gracious kindness
favorable,encouraging or approving or pleasing
fawning,attempting to win favor by flattery
fealty,the loyalty that one owes to a country sovereign or lord
fear,an emotion in anticipation of some specific pain or danger
fearful,experiencing or showing fear
feasible,capable of being done with means at hand
feat,a notable achievement
feature,a prominent attribute or aspect of something
February,the month following January and preceding March
feckless,generally incompetent and ineffectual
fecund,capable of producing offspring or vegetation
fecundity,the state of being fertile or capable of producing offspring
federal,of a government with central and regional authorities
feed,provide as food
feeding,the act of consuming food
feel,be conscious of a physical mental or emotional state
feeling,a physical sensation that you experience
feelings,emotional or moral sensitivity
feign,make believe with the intent to deceive
feigned,not genuine
feint,any distracting or deceptive maneuver
felicitous,exhibiting an agreeably appropriate manner or style
felicity,pleasing and appropriate manner or style
felt,a fabric made of compressed matted animal fibers
female,of the sex that produces eggs from which offspring develop
feminine,associated with women and not with men
femininity,the trait of behaving in ways considered typical for women
feminism,a doctrine that advocates equal rights for women
feminist,a supporter of equal rights for women
feral,wild and menacing
ferment,cause to undergo the breakdown of sugar into alcohol
ferocious,marked by extreme and violent energy
ferret,a small domesticated mammal with a flexible elongated body
ferry,a boat transporting people or vehicles over a body of water
fertile,capable of reproducing
fertility rate,the ratio of live births in an area to the population of that area; expressed per 1000 population per year
fertilizer,any substance used to improve the quality of soil
fervent,characterized by intense emotion
fervid,characterized by intense emotion
fervor,feelings of great warmth and intensity
fervour,the state of being emotionally aroused and worked up
fester,ripen and generate pus
fetal,of or relating to a fetus
fetid,offensively malodorous
fetter,a shackle for the ankles or feet
fettle,a state of fitness and good health
feudal,relating to a system where vassals are protected by lords
feudalism,the social system in which vassals were protected by lords
fewer,quantifier meaning a smaller number of
fey,suggestive of an elf in strangeness and otherworldliness
fiasco,a complete failure or collapse
fiat,a legally binding command or decision
fiberglass,a covering material made of glass fibers in resins
fickle,liable to sudden unpredictable change
fiction,a literary work based on the imagination
fictitious,formed or conceived by the imagination
fidelity,the quality of being faithful
field,extensive tract of level open land
fiendish,extremely evil or cruel
fierce,marked by extreme and violent energy
fiery,like or suggestive of a flame
fifteenth,position 15 in a countable series of things
fifth,coming next after the fourth and just before the sixth in position
fight,be engaged in a contest or struggle
figment,a contrived or fantastic idea
figurative,not literal
figuratively,in a non-literal sense
figure,the form or shape of a person’s body
figure out,find the solution to or understand the meaning of
filial,designating the generation following the parental generation
filigree,delicate and intricate ornamentation
filing,the entering of a legal document into the public record
fill up,become full
film,a series of moving pictures that tells a story
final,an examination administered at the end of an academic term
finale,the closing section of a musical composition
financial,involving fiscal matters
find,discover or determine the existence presence or fact of
finding,something that is discovered
findings,a collection of tools and other articles used by an artisan to make jewelry or clothing or shoes
finesse,subtly skillful handling of a situation
fingerpost,a guidepost resembling a hand with a pointing index finger
finite,bounded in magnitude or spatial or temporal extent
firm,not soft or yielding to pressure
firmament,the sphere on which celestial bodies appear to be projected
fiscal,involving financial matters
fishy,relating to or resembling cold-blooded aquatic vertebrates
fissure,a long narrow depression in a surface
five,the cardinal number that is the sum of four and one
fixate,pay attention to exclusively and obsessively
fixation,the activity of fastening something firmly in position
fixed,unmoving
fixing,the act of putting something in working order again
fizzle,end weakly
flabbergast,overcome with amazement
flaccid,drooping without elasticity
flag,a rectangular piece of cloth of distinctive design
flagellate,whip or scourge; punish as if by whipping
flagrant,conspicuously and outrageously bad or reprehensible
flamboyant,tending to attract attention; marked by ostentatious display
flap,move in a wavy pattern or with a rising and falling motion
flapper,an unconventional young woman in the 1920s
flatly,in a decisive or blunt manner
flatten,make flat or flatter
flaunt,display proudly
flaw,an imperfection in an object or machine
flawed,having a blemish or flaw
flea,any wingless bloodsucking parasitic insect noted for ability to leap
flea market,an open-air street market for inexpensive or secondhand articles
fledge,feed care for and rear young birds for flight
fledge,grow feathers
fledgling,young bird that has just become capable of flying
fleet,group of aircraft operating under the same ownership
fleeting,lasting for a markedly brief time
flesh out,add details as to an account or idea
flexible,able to bend easily
flinch,draw back as with fear or pain
flippant,showing an inappropriate lack of seriousness
flipper,the flat broad limb of aquatic animals specialized for swimming
floating,borne up by or suspended in a liquid
flock,a group of birds
flooding,a technique used in behavior therapy
flora,all the plant life in a particular region or period
florid,elaborately or excessively ornamented
flounder,walk with great difficulty
flourish,grow vigorously
flout,treat with contemptuous disregard
flow,move along of liquids
fluctuate,move or sway in a rising and falling or wavelike pattern
fluctuation,an instance of change
fluency,powerful and effective language
fluid,continuous amorphous matter that tends to flow
fluke,a stroke of luck
flummox,be a mystery or bewildering to
fluorescent,emitting light during exposure to external radiant energy
fluoride,a salt of hydrofluoric acid
flush,rinse clean or empty with a liquid
flux,a state of constant change
fly by,pass by while flying
focus,the concentration of attention or energy on something
focused,brought into sharp clarity
fodder,coarse food composed of plants or leaves and stalks
foe,an armed adversary
fog,droplets of water vapor suspended in the air near the ground
foible,a minor weakness or peculiarity in someone’s character
foist,force onto another
foliage,the aggregate of leaves of one or more plants
folk,people in general (often used in the plural)
folklore,the unwritten stories and proverbs and songs of a culture
folktale,a tale circulated by word of mouth among the common folk
follicle,any small spherical group of cells containing a cavity
follow,travel behind go after or come after
foment,try to stir up
foolproof,not liable to failure
foothold,a place providing support for the foot in standing or climbing
foppish,affecting extreme elegance in dress and manner
forage,collect or look around for as food
foraging,the act of searching for food and provisions
foray,a sudden short attack
forbearance,a delay in enforcing rights or claims or privileges
forbid,command against
force,influence that results in motion stress etc. when applied
force majeure,a natural and unavoidable catastrophe
foreclose,keep from happening or arising; make impossible
forego,do without or cease to hold or adhere to
foregoing,especially of writing or speech; going before
foregone,well in the past; former
foreign,not deriving from the essential nature of something
foremost,ranking above all others
forensic,used in the investigation of facts or evidence in court
forerunner,something that precedes something or someone
foreshadow,indicate by signs
foreshadowing,the act of providing vague advance indications
foreshorten,shorten lines in a drawing so as to create an illusion of depth
forest,a large densely wooded area filled with trees and plants
forestall,keep from happening or arising; make impossible
forester,someone trained in forestry
forfeit,lose the right to or lose by some error offense or crime
forge,create by hammering
forged,reproduced fraudulently
forger,someone who makes copies illegally
forgery,criminal falsification by making or altering an instrument
forgo,do without or cease to hold or adhere to
forlorn,marked by or showing hopelessness
form,a perceptual structure
formal,in accord with established conventions and requirements
formaldehyde,a colorless poisonous gas; made by the oxidation of methanol
format,the general appearance of a publication
formed,having or given a form or shape
former,the first of two or the first mentioned of two
formidable,extremely impressive in strength or excellence
formula,a group of symbols that make a mathematical statement
formulate,prepare according to instructions
forsake,leave someone who needs or counts on you; leave in the lurch
forswear,formally reject or disavow
forth,forward in time order or degree
forthcoming,at ease in talking to others
fortify,make strong or stronger
fortitude,strength of mind that enables one to endure adversity
fortress,a fortified defensive structure
fortuitous,lucky; occurring by happy chance
forward,at or to or toward the front
fossil,the remains of a plant or animal from a past geological age
foster,providing nurture though not related by blood or legal ties
fostering,encouragement; aiding the development of something
foul,highly offensive; arousing aversion or disgust
foul-up,an embarrassing mistake
found,food and lodging provided in addition to money
foundation,the basis on which something is grounded
four,the cardinal number that is the sum of three and one
fourteenth,coming next after the thirteenth in position
fourth,following the third position
fraction,a small part or item forming a piece of a whole
fractious,easily irritated or annoyed
fracture,breaking of hard tissue such as bone
fragile,easily broken or damaged or destroyed
fragment,a piece broken off or cut off of something else
fragmentary,consisting of small disconnected parts
fragrance,a pleasingly sweet olfactory property
frailty,the state of being weak in health or body
frame,the internal structure that gives an artifact its shape
framer,someone who makes frames (as for pictures)
framework,the underlying structure
France,a republic in western Europe
franchise,a statutory right or privilege granted by a government
fraternal,like or characteristic of or befitting a brother
fraternity,a social club for male undergraduates
fraudulent,intended to deceive
fraught,filled with or attended with
fray,wear away by rubbing
free,able to act at will
freedom,the condition of being free
freeing,the act of liberating someone or something
freestanding,standing apart; not attached to or supported by anything
freeway,a broad highway designed for high-speed traffic
French,of or pertaining to France or the people of France
frenetic,excessively agitated
frenzied,affected with or marked by mania uncontrolled by reason
frequency,the number of occurrences within a given time period
frequent,coming at short intervals or habitually
fresco,a mural done with watercolors on wet plaster
freshman,a first-year undergraduate
fret,be agitated or irritated
friar,male member of a religious order originally relying on alms
frill,a strip of pleated material used as a decoration or a trim
frivolity,the trait of being not serious or sensible
front,the side that is forward or prominent
frontal,belonging to the front part
frontier,a wilderness at the edge of a settled area of a country
frown upon,look disapprovingly upon
frugal,avoiding waste
frugality,prudence in avoiding waste
fruitful,productive or conducive to producing in abundance
fuel,a substance that can be consumed to produce energy
fugitive,someone who is sought by law officers
fulcrum,the pivot about which a lever turns
fulfill,meet a want or need
fulfillment,the act of consummating something as a desire or promise
full,containing as much or as many as is possible or normal
fully,to the greatest degree or extent; completely or entirely;
fulminate,cause to explode violently and with loud noise
fulsome,unpleasantly and excessively suave or ingratiating
fume,a cloud of fine particles suspended in a gas
fumigate,treat with smoke especially with the aim of disinfecting
function,what something is used for
functional,designed for or capable of a particular use
functioning,performing or able to perform its regular purpose
fundamental,serving as an essential component
funding,financial resources provided to make some project possible
funds,assets in the form of money
Fungi,the taxonomic kingdom including yeast molds smuts mushrooms and toadstools; distinct from the green plants
fungus,a spore-producing organism that lacks chlorophyll
funnel,a conically shaped utensil with a narrow tube at one end
furnace,an enclosed chamber in which heat is produced for a building
furnish,provide with objects or articles that make a room usable
further,to or at a greater extent or degree or a more advanced stage
furthermore,in addition
furtive,secret and sly or sordid
fuse,any igniter used to initiate the burning of a propellant
fusillade,rapid simultaneous discharge of firearms
fusion,the act of melding or melting together
fuss,an excited state of agitation
fustian,a strong cotton and linen fabric with a slight nap
futile,producing no result or effect
futility,uselessness as a consequence of having no practical result
future,the time yet to come
gabfest,light informal conversation for social occasions
gaffe,a socially awkward or tactless act
gain,obtain
gainsay,take exception to
gait,an animal’s manner of moving
galaxy,a collection of star systems
gale,a strong wind moving 45-90 knots
gallantry,the qualities of a hero or heroine
galoot,a foolish or clumsy person
galore,existing in abundance
galvanize,stimulate (muscles) by administering a shock
gamble,take a risk in the hope of a favorable outcome
gambler,someone who risks loss or injury in the hope of gain or excitement
gambling,the act of playing for stakes in the hope of winning
gamin,a homeless boy who has been abandoned and roams the streets
gamine,a homeless girl who roams the streets
gamut,a complete extent or range
Ganymede,(Greek mythology) a Trojan boy who was so beautiful that Zeus carried him away to serve as cupbearer to the gods
garb,clothing of a distinctive style or for a particular occasion
garble,distort or make false by mutilation or addition
garbled,lacking orderly continuity
gargantuan,of great mass; huge and bulky
garish,tastelessly showy
garishly,in a tastelessly garish manner
garment,an article of clothing
garner,assemble or get together
garnish,decorate as with parsley or other ornamental foods
garrison,a fortified military post where troops are stationed
garrulous,full of trivial conversation
gas,state of matter distinguished from solid and liquid states
gasoline,a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines
gather,assemble or get together
gauche,lacking social polish
gauge,an instrument for measuring and indicating a quantity
gaunt,very thin especially from disease or hunger or cold
gauntlet,a glove of armored leather that protects the hand
gazette,a newspaper or official journal
gear,a toothed wheel that engages another toothed mechanism
geared,equipped with or connected by gears or having gears engaged
gel,a colloid in a more solid form than a sol
geminate,form by reduplication
gender,the biological or cultural traits associated with one sex
gene,part of DNA controlling physical characteristics and growth
general,applying to all or most members of a category or group
generalization,the process of abstracting common properties of instances
generally,usually; as a rule
generate,bring into existence
generation,group of genetically related organisms in a line of descent
generic,applicable to an entire class or group
genesis,a coming into being
genetic,relating to the study of heredity and variation in organisms
genial,diffusing warmth and friendliness
genome,the full DNA sequence of an organism
genre,a kind of literary or artistic work
genteel,marked by refinement in taste and manners
gentry,the most powerful members of a society
genuine,not fake or counterfeit
geographic,of or relating to the science of geography
geographical,of or relating to the science of geography
geography,study of the earth’s surface
geologic,of or relating to or based on geology
geological,of or relating to or based on geology
geologist,a specialist in the history of the Earth recorded in rocks
geology,science of the history of the earth as recorded in rocks
geometric,characterized by simple geometric forms in design and decoration
geometric mean,the mean of n numbers expressed as the n-th root of their product
geometric progression,(mathematics) a progression in which each term is multiplied by a constant in order to obtain the next term
geometry,the mathematics of points and lines and curves and surfaces
geriatric,of or relating to the aged
germane,relevant and appropriate
germinate,sprout; produce buds or branches
gerrymander,divide voting districts unfairly and to one’s advantage
gerund,a noun formed from a verb
gestalt,a whole that cannot be described as a sum of its parts
gestate,be pregnant with
gestation,the period during which an embryo develops
gesticulate,show express or direct through movement
get,come into the possession of something concrete or abstract
giant,any creature of exceptional size
gibberish,unintelligible talking
gift,something acquired without compensation
gimmick,any clever maneuver
gird,bind with something round or circular
girdle,a band of material around the waist that strengthens a skirt or trousers
gist,the central meaning or theme of a speech or literary work
give,transfer possession of something concrete or abstract
given,acknowledged as a supposition
giving,the act of giving
glacial,relating to or derived from a slowly moving mass of ice
glaciation,the process of covering the earth with glaciers or masses of ice
glacier,a slowly moving mass of ice
glade,a tract of land with few or no trees in the middle of a wooded area
glance,take a brief look at
gland,any of various organs that synthesize substances needed by the body and release it through ducts or directly into the bloodstream
gleam,a flash of light
glean,gather as of natural products
glib,artfully persuasive in speech
glide,move smoothly and effortlessly
gloat,dwell on with satisfaction
globular,having the shape of a sphere or ball
gloss,the property of being smooth and shiny
gloss over,treat hurriedly or avoid dealing with properly
glucose,a monosaccharide sugar that has several forms
glum,moody and melancholic
glutton,a person who is devoted to eating and drinking to excess
glycerol,a sweet syrupy trihydroxy alcohol obtained by saponification of fats and oils
glycolysis,a metabolic process that breaks down carbohydrates and sugars through a series of reactions to either pyruvic acid or lactic acid and releases energy for the body in the form of ATP
gnarled,old and twisted and covered in lines
GNP,total value of goods and services produced in a country
go,change location
goad,stab or urge on as if with a pointed stick
goal,the state of affairs that a plan is intended to achieve
gold,a soft yellow malleable ductile metallic element
good,having desirable or positive qualities
gorge,a deep ravine usually with a river running through it
gorilla,largest anthropoid ape
gospel,the written body of teachings accepted by a religious group
gouge,an impression in a surface as made by a blow
gourmand,a person who is devoted to eating and drinking to excess
gourmet,a person devoted to and knowledgeable about fine food
govern,exercise authority over as of nations
government,the system or form by which a community is ruled
governmental,relating to affairs or structure of politics or the state
governor,the head of a state authority
gradation,relative position in a ranked series
gradient,a graded change in the magnitude of something
gradual,proceeding in small stages
graffiti,a rude decoration inscribed on rocks or walls
graft,tissue or organ transplanted from a donor to a recipient
grandiloquent,lofty in style
grandiose,impressive because of unnecessary largeness or magnificence
grandstand,a stand at a racecourse or stadium consisting of tiers with rows of individual seats that are under a protective roof
granite,plutonic igneous rock having visibly crystalline texture
grant,let have
granular,composed of or covered with particles resembling meal
grapevine,gossip spread by spoken communication
graphite,used as a lubricant and as a moderator in nuclear reactors
grapple,work hard to come to terms with or deal with something
grasp,hold firmly
graspable,capable of being apprehended or understood
gratification,the act or an instance of satisfying
gratuitous,unnecessary and unwarranted
grave,a place for the burial of a corpse
gravitation,the force of attraction between all masses in the universe
gravitational,of or relating to or caused by gravitation
gravity,the force of attraction between all masses in the universe
gray,of an achromatic color intermediate between white and black
graze,feed as in a meadow or pasture
greatest,highest in quality
greatly,to an extraordinary extent or degree
Greek,of or relating to or characteristic of Greece or the Greeks or the Greek language
green,of the color between blue and yellow in the color spectrum
gregarious,temperamentally seeking and enjoying the company of others
grief,intense sorrow caused by loss of a loved one
grievance,a complaint about a wrong that causes resentment
Griffith,United States film maker who was the first to use flashbacks and fade-outs (1875-1948)
grigri,an African amulet
grill,a framework of metal bars used as a partition or a grate
grim,harshly uninviting or formidable in manner or appearance
grimace,contort the face to indicate a certain mental state
grime,thick or ingrained dirt
grimy,thickly covered with ingrained dirt
grin,to draw back the lips and reveal the teeth in a smile grimace or snarl
grind,reduce to small pieces or particles by pounding or abrading
grip,hold fast or firmly
gritty,composed of or covered with small particles
groom,someone employed in a stable to take care of the horses
gross,lacking fine distinctions or detail
grotesque,distorted and unnatural in shape or size
ground,the solid part of the earth’s surface
groundbreaking,the ceremonial breaking of the ground to formally begin a construction project
groundless,without a basis in reason or fact
grounds,your basis for belief or disbelief
group,any number of entities (members) considered as a unit
grove,a small growth of trees without underbrush
grovel,show submission or fear
grow,increase in size by natural process
growing,relating to or suitable for growth
grown,(of animals) fully developed
growth,changing gradually from a simple to a more complex level
gruel,a thin porridge
grueling,characterized by effort to the point of exhaustion
gruelling,characterized by effort to the point of exhaustion
grumbling,a complaint uttered in a low and indistinct tone
guarantee,an unconditional commitment that something will happen
guerilla,one who fights a stronger force by sabotage and harassment
guess,expect believe or suppose
guesswork,an estimate based on little or no information
guffaw,a burst of loud and hearty laughter
guild,a formal association of people with similar interests
guile,shrewdness as demonstrated by being skilled in deception
guileless,innocent and free of deceit
guise,an artful or simulated semblance
gulf,an arm of a sea or ocean partly enclosed by land
gullible,naive and easily deceived or tricked
gully,a deep ditch cut by running water
gymnast,an athlete who is skilled in gymnastics
gynecologist,a specialist in gynecology
gypsy,a laborer who moves from place to place as demanded by employment
habit,an established custom
habitat,the type of environment in which an organism normally lives
habitation,the act of dwelling in or living permanently in a place
hackneyed,repeated too often; overfamiliar through overuse
haggard,showing the wearing effects of overwork or care or suffering
hagiographer,the author of a worshipful or idealizing biography
hail,precipitation of ice pellets
halcyon,a mythical bird said to breed at the winter solstice
half,one of two equal parts of a divisible whole
halitosis,offensive breath
hallmark,a mark on an article of trade to indicate its origin
hallucination,illusory perception
halo,a circle of light around the sun or moon
halt,cause to stop
halve,divide by two; divide into halves
hammock,a hanging bed of canvas or rope netting
hamper,prevent the progress or free movement of
hamster,short-tailed Old World burrowing rodent with large cheek pouches
hand,the (prehensile) extremity of the superior limb
handed,having or involving the use of hands
handedness,the property of using one hand more than the other
handicap,being unable to perform due to physical or mental unfitness
handling,the action of touching with the hands (or the skillful use of the hands) or by the use of mechanical means
handout,giving money or food or clothing to a needy person
hand-pick,pick personally and very carefully
hands,guardianship over
hanger-on,someone who persistently (and annoyingly) follows along
hanging,the act of suspending something
hanker,desire strongly or persistently
haphazard,dependent upon or characterized by chance
hapless,unfortunate and deserving pity
harangue,a loud bombastic declamation expressed with strong emotion
harbinger,something indicating the approach of something or someone
harbor,a sheltered port where ships can take on or discharge cargo
hard,resisting weight or pressure
hardly,almost not
hardship,something difficult to endure
hardy,having rugged physical strength
hark,listen; used mostly in the imperative
harm,any physical damage to the body caused by violence or accident or fracture etc.
harmful,causing or capable of causing damage
harmless,not causing or capable of causing harm
harmonious,exhibiting equivalence or correspondence among constituents
harmonize,bring into accord
harness,an arrangement of leather straps fitted to a draft animal
Harris,United States author who wrote the stories about Uncle Remus
harrow,a cultivator that pulverizes or smooths the soil
harrowing,causing extreme distress
harry,make a pillaging or destructive raid on as in wartimes
harsh,disagreeable to the senses
Hart,United States lyricist who collaborated with Richard Rodgers
hasten,move fast
hatch,a movable barrier covering an entrance
haughty,having or showing arrogant superiority
haul,draw slowly or heavily
haunt,follow stealthily or pursue like a ghost
hauteur,overbearing pride with a superior manner toward inferiors
have,possess either in a concrete or an abstract sense
have words,censure severely or angrily
haven,a sheltered port where ships can take on or discharge cargo
havoc,violent and needless disturbance
Hawaii,a state in the United States in the central Pacific on the Hawaiian Islands
hawk,a bird of prey with rounded wings and a long tail
hay,grass mowed and cured for use as fodder
hazard,an unpredictable phenomenon that causes a certain result
hazardous,involving risk or danger
hazel,Australian tree grown especially for ornament and its fine-grained wood and bearing edible nuts
he,the 5th letter of the Hebrew alphabet
head,the upper part of the human body or the body in animals
headdress,clothing for the head
heal,recover
health,the general condition of body and mind
heard,detected or perceived via the auditory sense
hearing,the ability to hear; the auditory faculty
hearken,listen; used mostly in the imperative
heart,the hollow muscular organ located behind the sternum
heat,a form of energy transferred by a difference in temperature
heave,lift or elevate
heavily,slowly as if burdened by much weight
heavy,of comparatively great physical weight or density
hedge,a fence formed by a row of closely planted shrubs or bushes
hedonistic,devoted to pleasure
heed,careful attention
hefty,of considerable weight and size
hegemony,the dominance or leadership of one social group over others
hegira,a journey by a large group to escape from a hostile environment
heir,a person entitled by law to inherit the estate of another
held,occupied or in the control of; often used in combination
helium,a light colorless element that is one of the six inert gases
help,give assistance; be of service
hem,the edge of a piece of cloth
hemisphere,half of a sphere
hemoglobin,a hemoprotein that gives red blood cells their color
hemp,any plant of the genus Cannabis
hence,from that fact or reason or as a result
Henry,a leader of the American Revolution and a famous orator who spoke out against British rule of the American colonies (1736-1799)
herald,a person who announces important news
heralded,publicly announced
Herbert,United States musician and composer and conductor noted for his comic operas (1859-1924)
herbivore,any animal that feeds chiefly on grass and other plants
herculean,extremely difficult; requiring great strength
herd,a group of cattle or sheep or other domestic mammals
Here,queen of the Olympian gods in ancient Greek mythology
hereby,(formal) by means of this
hereditary,occurring among people descended from a common ancestor
heresy,a belief that rejects the orthodox tenets of a religion
heretic,a person whose religious beliefs conflict with church dogma
heritage,that which is inherited
hero,someone who fights for a cause
herring,a commercially important fish that is often eaten as food
heterogeneous,consisting of elements not of the same kind or nature
heuristic,a commonsense rule to help solve some problem
hexagon,a six-sided polygon
hiatus,an interruption in the intensity or amount of something
hibernation,the resting state in which some animals pass the winter
hide,the dressed skin of an animal
hide,prevent from being seen or discovered
hidebound,stubbornly conservative and narrow-minded
hideous,grossly offensive to decency or morality; causing horror
hierarchy,a series of ordered groupings within a system
high,being at or having a relatively great or specific elevation
highly,to a great degree or extent; favorably or with much respect
hike,walk a long way as for pleasure or physical exercise
hike,increase
hind,located at or near the back of an animal
hinder,be an obstacle to
hinge,a joint that holds two parts together so that one can swing
hint,an indirect suggestion
hippo,massive thick-skinned herbivorous animal living in or around rivers of tropical Africa
historian,a person who is an authority on the past and who studies it
historic,belonging to the past
historical,of or relating to the study of recorded time
histrionic,characteristic of acting or a stage performance
hitherto,up to this point; until the present time
hoard,a secret store of valuables or money
hoary,having gray or white hair as with age
hockey,a game played on an ice rink by two opposing teams of six skaters each who try to knock a flat round puck into the opponents’ goal with angled sticks
hoe,a tool with a flat blade attached to a long handle
hold,have in one’s hands or grip
holding,the act of retaining something
holistic,emphasizing the organic relation between parts and the whole
hollow,not solid; having a space or gap or cavity
homage,respectful deference
home,where you live at a particular time
homeopathy,a method of treating disease with small amounts of remedies that in large amounts in healthy people produce symptoms similar to those being treated
homeostasis,metabolic equilibrium maintained by biological mechanisms
Homer,ancient Greek epic poet who is believed to have written the Iliad and the Odyssey (circa 850 BC)
homework,preparatory school work done outside school
homicide,the killing of a human being by another human being
homily,a sermon on a moral or religious topic
hominid,a member of a family of primate mammals that includes humans
homogeneous,all of the same or similar kind or nature
homologic,similar in evolutionary origin but not in function
hone,sharpen with a whetstone
honestly,it is sincerely the case that
honor,a tangible symbol signifying approval or distinction
hook,a mechanical device that is curved or bent to suspend or hold or pull something
hope,the general feeling that some desire will be fulfilled
hormone,the secretion of an endocrine gland transmitted by the blood
horrendous,causing fear or dread or terror
hortative,giving strong encouragement
horticulture,the cultivation of plants
hospitable,disposed to treat guests and strangers with generosity
hospital,a medical institution where sick or injured people are given medical or surgical care
host,a person who invites guests to a social event
hostile,characterized by enmity or ill will
hostility,a state of deep-seated ill-will
hot,having a high or higher than desirable temperature
hotly,in a heated manner
hound,a dog used for hunting typically having large drooping ears
hours,an indefinite period of time
house,a dwelling that serves as living quarters for a family
household,a social unit living together in a residence
housing,structures collectively in which people are housed
hovel,small crude shelter used as a dwelling
however,by contrast; on the other hand
however,in whatever way or manner
hubris,overbearing pride or presumption
huddle,a disorganized and densely packed crowd
hue,the quality of a color determined by its dominant wavelength
huge,unusually great in amount or degree or extent or scope
hum,sing with closed lips
human being,any living or extinct member of the family Hominidae characterized by superior intelligence articulate speech and erect carriage
humanitarian,marked by devotion to popular welfare
humanity,all of the living inhabitants of the earth
humanoid,an automaton that resembles a human being
humble,marked by meekness or modesty; not arrogant or prideful
humbug,something intended to deceive
humidity,wetness in the atmosphere
humility,a lack of arrogance or false pride
hunch,an impression that something might be the case
hundred,ten 10s
hungry,feeling a need or desire to eat food
hurdle,a light barrier that competitors must leap over in races
hurriedly,in a hurried or hasty manner
hurt,be the source of pain
husbandry,the practice of cultivating the land or raising stock
husk,material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds
hustings,the activities involved in political campaigning
hybrid,a composite of mixed origin
hydrocarbon,an organic compound containing only carbon and hydrogen
hydrodynamics,study of fluids in motion
hydrogen,a nonmetallic univalent element that is normally a colorless and odorless highly flammable diatomic gas; the simplest and lightest and most abundant element in the universe
hyperbole,extravagant exaggeration
hypnotic,of or relating to a state that resembles sleep
hypocritical,professing feelings or virtues one does not have
hypodermic,a piston syringe that is fitted with a needle for injections
hypotenuse,the side of a right triangle opposite the right angle
hypothalamus,a basal part of the diencephalon governing autonomic nervous system
hypothesis,a tentative insight that is not yet verified or tested
hypothetical,a conjectural possibility or circumstance
hysterectomy,surgical removal of the uterus
hysteria,state of violent mental agitation
hysterical,characterized by a state of violent mental agitation
iconoclasm,the orientation of an iconoclast
iconoclast,someone who attacks cherished ideas or institutions
iconoclastic,characterized by attack on established beliefs
ideal,a principle or value that one hopes to attain or conform to
identical,being the exact same one
identify,recognize as being
identity,the characteristics by which a thing or person is known
ideological,of an orientation that characterizes the thinking of a group
ideology,an orientation that characterizes the thinking of a group
idiom,expression whose meaning cannot be inferred from its words
idiosyncrasy,a behavioral attribute peculiar to an individual
idiosyncratic,peculiar to the individual
idle,not in action or at work
idolatry,the worship of idols or images that are not God
idyll,a short poem descriptive of rural or pastoral life
idyllic,charmingly simple and serene
iffy,subject to accident or chance or change
igneous,produced by the action of fire or intense heat
ignoble,dishonorable in character or purpose
ignominious,deserving or bringing disgrace or shame
ignominy,a state of dishonor
ignore,refuse to acknowledge
Iliad,a Greek epic poem describing the siege of Troy
illegal,prohibited by law or by official or accepted rules
illiberality,a disposition not to be liberal (generous) with money
illicit,contrary to accepted morality or convention
illiteracy,an inability to read
illiterate,not able to read or write
illness,impairment of normal physiological function affecting part or all of an organism
illuminate,make lighter or brighter
illusionary,marked by or producing illusion
illusive,based on or having the nature of a fantasy
illusory,having the nature of something unreal or deceptive
illustrate,depict with a visual representation
illustrious,widely known and esteemed
image,a visual representation produced on a surface
imago,an adult insect produced after metamorphosis
imbroglio,an intricate and confusing interpersonal situation
imbue,spread or diffuse through
immaculate,completely neat and clean
immaterial,lacking importance; not mattering one way or the other
immediate,directly before or after as in a chain of cause and effect
immediately,without delay or hesitation; with no time intervening
immerse,cause to be submerged
immigrant,a person who comes to a country in order to settle there
immigration,movement of persons into a place
imminent,close in time; about to occur
immoderate,beyond reasonable limits
immoral,deliberately violating principles of right and wrong
immune,of the condition in which an organism can resist disease
immunity,the condition in which an organism can resist disease
